"","pos","last","first","numfirstlast","firstlast","index","player.id","pC","pL","pR","pD","pG","Player Rank 1314","Player Rank 1415"
"1882","D","MORROW","JOE","45 JOE MORROW","JOE MORROW",1882,1385,0,0,0,15,0,NA,"D"
"1883","L","VAN DER GULIK","DAVID","36 DAVID VAN DER GULIK","DAVID VAN DER GULIK",1883,850,0,1,0,0,0,"D","D"
"1884","D","MANNING","BRANDON","43 BRANDON MANNING","BRANDON MANNING",1884,965,0,0,0,11,0,NA,"D"
"1885","C","GOODROW","BARCLAY","89 BARCLAY GOODROW","BARCLAY GOODROW",1885,1386,60,0,0,0,0,NA,"D"
"1886","C","COLLINS","SEAN","37 SEAN COLLINS","SEAN COLLINS",1886,724,8,0,0,0,0,NA,NA
"1887","D","MANSON","JOSH","42 JOSH MANSON","JOSH MANSON",1887,1387,0,0,0,28,0,NA,"D"
"1888","L","FERLAND","MICHAEL","79 MICHAEL FERLAND","MICHAEL FERLAND",1888,1388,0,26,0,0,0,NA,NA
"1889","C","GRIMALDI","ROCCO","23 ROCCO GRIMALDI","ROCCO GRIMALDI",1889,1389,7,0,0,0,0,NA,"D"
"1890","C","TROCHECK","VINCENT","21 VINCENT TROCHECK","VINCENT TROCHECK",1890,1294,50,0,0,0,0,"D","D"
"1891","C","GIBBONS","BRIAN","23 BRIAN GIBBONS","BRIAN GIBBONS",1891,1231,25,0,0,0,0,"D","D"
"1892","L","BAERTSCHI","SVEN","27 SVEN BAERTSCHI","SVEN BAERTSCHI",1892,967,0,15,0,0,0,"D","D"
"1893","C","RIEDER","TOBIAS","8 TOBIAS RIEDER","TOBIAS RIEDER",1893,1390,72,0,0,0,0,NA,"D"
"1894","D","COLAIACOVO","CARLO","26 CARLO COLAIACOVO","CARLO COLAIACOVO",1894,450,0,0,0,33,0,"D","D"
"1895","D","ST-DENIS","FREDERIC","28 FREDERIC ST-DENIS","FREDERIC ST-DENIS",1895,771,0,0,0,4,0,NA,"D"
"1896","C","HORVAT","BO","53 BO HORVAT","BO HORVAT",1896,1391,68,0,0,0,0,NA,"C"
"1897","R","CLEARY","DANIEL","17 DANIEL CLEARY","DANIEL CLEARY",1897,168,0,0,6,0,0,NA,NA
"1898","D","AULIE","KEITH","22 KEITH AULIE","KEITH AULIE",1898,803,0,0,0,31,0,"D","D"
"1899","R","PAKARINEN","IIRO","62 IIRO PAKARINEN","IIRO PAKARINEN",1899,1392,0,0,17,0,0,NA,"D"
"1900","R","SISLO","MIKE","10 MIKE SISLO","MIKE SISLO",1900,1262,0,0,2,0,0,"D","D"
"1901","C","TYRELL","DANA","34 DANA TYRELL","DANA TYRELL",1901,798,3,0,0,0,0,"D","D"
"1902","D","CLARK","MAT","37 MAT CLARK","MAT CLARK",1902,988,0,0,0,7,0,NA,"D"
"1903","L","DEFAZIO","BRANDON","39 BRANDON DEFAZIO","BRANDON DEFAZIO",1903,1393,0,2,0,0,0,NA,"D"
"1904","D","HELGESON","SETH","25 SETH HELGESON","SETH HELGESON",1904,1394,0,0,0,21,0,NA,"D"
"1905","L","BOWMAN","DRAYSON","38 DRAYSON BOWMAN","DRAYSON BOWMAN",1905,743,0,3,0,0,0,"D","D"
"1906","D","KLINGBERG","JOHN","3 JOHN KLINGBERG","JOHN KLINGBERG",1906,1395,0,0,0,65,0,NA,"C"
"1907","D","MCBAIN","JAMIE","5 JAMIE MCBAIN","JAMIE MCBAIN",1907,632,0,0,0,26,0,"C","D"
"1908","G","GROSENICK","TROY","34 TROY GROSENICK","TROY GROSENICK",1908,1396,0,0,0,0,6,NA,NA
"1909","C","SCHROEDER","JORDAN","10 JORDAN SCHROEDER","JORDAN SCHROEDER",1909,1047,25,0,0,0,0,"D","D"
"1910","D","BICKEL","STU","4 STU BICKEL","STU BICKEL",1910,859,0,0,0,9,0,NA,"D"
"1911","L","MOEN","TRAVIS","27 TRAVIS MOEN","TRAVIS MOEN",1911,70,0,34,0,0,0,"D","D"
"1912","L","LESSIO","LUCAS","38 LUCAS LESSIO","LUCAS LESSIO",1912,1180,0,26,0,0,0,"D","D"
"1913","L","LAUGHTON","SCOTT","49 SCOTT LAUGHTON","SCOTT LAUGHTON",1913,1008,0,31,0,0,0,NA,"D"
"1914","D","CLENDENING","ADAM","6 ADAM CLENDENING","ADAM CLENDENING",1914,1397,0,0,0,4,0,NA,"D"
"1915","D","BOGOSIAN","ZACH","47 ZACH BOGOSIAN","ZACH BOGOSIAN",1915,578,0,0,0,21,0,"B","B"
"1916","G","LINDBACK","ANDERS","35 ANDERS LINDBACK","ANDERS LINDBACK",1916,219,0,0,0,0,27,NA,NA
"1917","G","SKAPSKI","MACKENZIE","70 MACKENZIE SKAPSKI","MACKENZIE SKAPSKI",1917,1398,0,0,0,0,24,NA,NA
"1918","D","CONNAUTON","KEVIN","4 KEVIN CONNAUTON","KEVIN CONNAUTON",1918,1209,0,0,0,54,0,"D","C"
"1919","C","KHOKHLACHEV","ALEX","76 ALEX KHOKHLACHEV","ALEX KHOKHLACHEV",1919,1399,3,0,0,0,0,NA,NA
"1920","D","ALLEN","BRYAN","6 BRYAN ALLEN","BRYAN ALLEN",1920,122,0,0,0,5,0,"B","B"
"1921","D","DEMERS","JASON","4 JASON DEMERS","JASON DEMERS",1921,544,0,0,0,61,0,"C","C"
"1922","L","AGOZZINO","ANDREW","32 ANDREW AGOZZINO","ANDREW AGOZZINO",1922,1400,0,1,0,0,0,NA,"D"
"1923","C","NESTRASIL","ANDREJ","15 ANDREJ NESTRASIL","ANDREJ NESTRASIL",1923,1354,41,0,0,0,0,NA,"D"
"1924","C","STREET","BEN","10 BEN STREET","BEN STREET",1924,1077,3,0,0,0,0,"D","D"
"1925","L","DANAULT","PHILLIP","24 PHILLIP DANAULT","PHILLIP DANAULT",1925,1401,0,2,0,0,0,NA,"D"
"1926","D","BUTLER","CHRIS","25 CHRIS BUTLER","CHRIS BUTLER",1926,518,0,0,0,33,0,"C","D"
"1927","R","BOURQUE","RENE","14 RENE BOURQUE","RENE BOURQUE",1927,516,0,0,30,0,0,"B","B"
"1928","R","PASTRNAK","DAVID","88 DAVID PASTRNAK","DAVID PASTRNAK",1928,1402,0,0,46,0,0,NA,"C"
"1929","L","BOOTH","DAVID","20 DAVID BOOTH","DAVID BOOTH",1929,409,0,59,0,0,0,"B","D"
"1930","G","LOWE","RYAN","1 RYAN LOWE","RYAN LOWE",1930,1403,0,0,0,0,1,NA,NA
"1931","D","BLACKER","JESSE","77 JESSE BLACKER","JESSE BLACKER",1931,1404,0,0,0,1,0,NA,"D"
"1932","L","TANGRADI","ERIC","17 ERIC TANGRADI","ERIC TANGRADI",1932,762,0,7,0,0,0,"D","D"
"1933","G","BINNINGTON","JORDAN","30 JORDAN BINNINGTON","JORDAN BINNINGTON",1933,1405,0,0,0,0,2,NA,NA
"1934","C","SCHALLER","TIM","59 TIM SCHALLER","TIM SCHALLER",1934,1406,18,0,0,0,0,NA,"D"
"1935","L","RYCHEL","KERBY","52 KERBY RYCHEL","KERBY RYCHEL",1935,1407,0,5,0,0,0,NA,"D"
"1936","C","SHINNIMIN","BRENDAN","39 BRENDAN SHINNIMIN","BRENDAN SHINNIMIN",1936,1408,12,0,0,0,0,NA,"D"
"1937","C","SMITH","COLIN","37 COLIN SMITH","COLIN SMITH",1937,1409,1,0,0,0,0,NA,"D"
"1938","C","GOMEZ","SCOTT","21 SCOTT GOMEZ","SCOTT GOMEZ",1938,58,58,0,0,0,0,"D","C"
"1939","C","WILSON","SCOTT","43 SCOTT WILSON","SCOTT WILSON",1939,1410,1,0,0,0,0,NA,"D"
"1940","R","SISLO","MIKE","32 MIKE SISLO","MIKE SISLO",1940,1262,0,0,7,0,0,"D","D"
"1941","C","KLINKHAMMER","ROB","20 ROB KLINKHAMMER","ROB KLINKHAMMER",1941,960,10,0,0,0,0,"D","D"
"1942","D","DAHLBECK","KLAS","44 KLAS DAHLBECK","KLAS DAHLBECK",1942,1411,0,0,0,4,0,NA,"D"
"1943","R","ANDRIGHETTO","SVEN","58 SVEN ANDRIGHETTO","SVEN ANDRIGHETTO",1943,1412,0,0,12,0,0,NA,"D"
"1944","D","CAMPBELL","ANDREW","45 ANDREW CAMPBELL","ANDREW CAMPBELL",1944,1321,0,0,0,33,0,"D","D"
"1945","L","MARTINOOK","JORDAN","48 JORDAN MARTINOOK","JORDAN MARTINOOK",1945,1413,0,8,0,0,0,NA,"D"
"1946","D","ROBAK","COLBY","48 COLBY ROBAK","COLBY ROBAK",1946,936,0,0,0,5,0,"D","D"
"1947","C","BOUCHER","REID","33 REID BOUCHER","REID BOUCHER",1947,1239,1,0,0,0,0,"D","D"
"1948","C","RENDULIC","BORNA","71 BORNA RENDULIC","BORNA RENDULIC",1948,1414,11,0,0,0,0,NA,"D"
"1949","C","KARLSSON","MELKER","68 MELKER KARLSSON","MELKER KARLSSON",1949,1415,53,0,0,0,0,NA,"C"
"1950","D","DAVIDSON","BRANDON","88 BRANDON DAVIDSON","BRANDON DAVIDSON",1950,1416,0,0,0,12,0,NA,"D"
"1951","R","FARNHAM","BOBBY","34 BOBBY FARNHAM","BOBBY FARNHAM",1951,1417,0,0,11,0,0,NA,"D"
"1952","R","RUST","BRYAN","36 BRYAN RUST","BRYAN RUST",1952,1418,0,0,14,0,0,NA,"D"
"1953","D","ERIXON","TIM","34 TIM ERIXON","TIM ERIXON",1953,333,0,0,0,8,0,"D","D"
"1954","C","SESTITO","TIM","12 TIM SESTITO","TIM SESTITO",1954,790,15,0,0,0,0,"D","D"
"1955","G","VASILEVSKIY","ANDREI","88 ANDREI VASILEVSKIY","ANDREI VASILEVSKIY",1955,1419,0,0,0,0,36,NA,NA
"1956","L","SHUGG","JUSTIN","52 JUSTIN SHUGG","JUSTIN SHUGG",1956,1420,0,3,0,0,0,NA,"D"
"1957","L","MORIN","JEREMY","9 JEREMY MORIN","JEREMY MORIN",1957,856,0,28,0,0,0,"D","D"
"1958","L","SUTTER","BRETT","27 BRETT SUTTER","BRETT SUTTER",1958,672,0,6,0,0,0,"D","D"
"1959","D","HARRINGTON","SCOTT","6 SCOTT HARRINGTON","SCOTT HARRINGTON",1959,1421,0,0,0,10,0,NA,"D"
"1960","D","HARRISON","JAY","23 JAY HARRISON","JAY HARRISON",1960,137,0,0,0,35,0,"C","D"
"1961","G","ZEPP","ROB","72 ROB ZEPP","ROB ZEPP",1961,1422,0,0,0,0,17,NA,NA
"1962","G","MACDONALD","JOEY","39 JOEY MACDONALD","JOEY MACDONALD",1962,715,0,0,0,0,2,NA,NA
"1963","D","POULIOT","DERRICK","51 DERRICK POULIOT","DERRICK POULIOT",1963,1423,0,0,0,34,0,NA,"D"
"1964","D","HUNT","BRAD","24 BRAD HUNT","BRAD HUNT",1964,1263,0,0,0,3,0,"D","D"
"1965","C","PITLICK","TYLER","15 TYLER PITLICK","TYLER PITLICK",1965,1206,8,0,0,0,0,"D","D"
"1966","D","CHORNEY","TAYLOR","44 TAYLOR CHORNEY","TAYLOR CHORNEY",1966,745,0,0,0,7,0,NA,"D"
"1967","L","WOODS","BRENDAN","56 BRENDAN WOODS","BRENDAN WOODS",1967,1424,0,2,0,0,0,NA,"D"
"1968","R","ARMIA","JOEL","33 JOEL ARMIA","JOEL ARMIA",1968,1425,0,0,1,0,0,NA,NA
"1969","C","UHER","DOMINIK","46 DOMINIK UHER","DOMINIK UHER",1969,1426,2,0,0,0,0,NA,"D"
"1970","C","HALEY","MICHEAL","38 MICHEAL HALEY","MICHEAL HALEY",1970,791,4,0,0,0,0,NA,"D"
"1971","G","GIBSON","CHRISTOPHER","35 CHRISTOPHER GIBSON","CHRISTOPHER GIBSON",1971,1427,0,0,0,0,2,NA,NA
"1972","L","FRIBERG","MAX","43 MAX FRIBERG","MAX FRIBERG",1972,1428,0,1,0,0,0,NA,"D"
"1973","R","WHITNEY","JOE","33 JOE WHITNEY","JOE WHITNEY",1973,1274,0,0,4,0,0,"D","D"
"1974","C","GRAOVAC","TYLER","53 TYLER GRAOVAC","TYLER GRAOVAC",1974,1429,3,0,0,0,0,NA,"D"
"1975","C","GAUDET","TYLER","32 TYLER GAUDET","TYLER GAUDET",1975,1430,2,0,0,0,0,NA,"D"
"1976","R","FRASER","MATT","28 MATT FRASER","MATT FRASER",1976,918,0,0,36,0,0,"D","D"
"1977","C","ROY","DEREK","8 DEREK ROY","DEREK ROY",1977,273,46,0,0,0,0,"B","C"
"1978","D","NESTEROV","NIKITA","89 NIKITA NESTEROV","NIKITA NESTEROV",1978,1431,0,0,0,27,0,NA,"D"
"1979","R","SISLO","MIKE","34 MIKE SISLO","MIKE SISLO",1979,1262,0,0,1,0,0,"D","D"
"1980","R","RITCHIE","BRETT","25 BRETT RITCHIE","BRETT RITCHIE",1980,1432,0,0,31,0,0,NA,"D"
"1981","D","O'BRIEN","SHANE","74 SHANE O'BRIEN","SHANE O'BRIEN",1981,507,0,0,0,9,0,"D","D"
"1982","C","MCKEGG","GREG","36 GREG MCKEGG","GREG MCKEGG",1982,1276,3,0,0,0,0,"D","D"
"1983","C","FRASER","COLIN","29 COLIN FRASER","COLIN FRASER",1983,760,1,0,0,0,0,"D","D"
"1984","D","FRASER","MARK","32 MARK FRASER","MARK FRASER",1984,740,0,0,0,34,0,"D","D"
"1985","L","PERRON","DAVID","39 DAVID PERRON","DAVID PERRON",1985,823,0,43,0,0,0,"A","B"
"1986","C","KLINKHAMMER","ROB","12 ROB KLINKHAMMER","ROB KLINKHAMMER",1986,960,40,0,0,0,0,"D","D"
"1987","D","BROUILLETTE","JULIEN","49 JULIEN BROUILLETTE","JULIEN BROUILLETTE",1987,1280,0,0,0,1,0,"D","D"
"1988","R","SALOMAKI","MIIKKA","67 MIIKKA SALOMAKI","MIIKKA SALOMAKI",1988,1433,0,0,1,0,0,NA,"D"
"1989","D","SCHLEMKO","DAVID","28 DAVID SCHLEMKO","DAVID SCHLEMKO",1989,628,0,0,0,5,0,"D","D"
"1990","G","COPLEY","PHEONIX","1 PHEONIX COPLEY","PHEONIX COPLEY",1990,1434,0,0,0,0,1,NA,NA
"1991","C","DALPE","ZAC","20 ZAC DALPE","ZAC DALPE",1991,129,21,0,0,0,0,"D","D"
"1992","G","LEE","MICHAEL","31 MICHAEL LEE","MICHAEL LEE",1992,1435,0,0,0,0,4,NA,NA
"1993","D","SAMUELSSON","PHILIP","25 PHILIP SAMUELSSON","PHILIP SAMUELSSON",1993,1250,0,0,0,4,0,"D","D"
"1994","C","SHORE","DREW","22 DREW SHORE","DREW SHORE",1994,1043,11,0,0,0,0,"D","D"
"1995","R","ANDERSON","JOSH","53 JOSH ANDERSON","JOSH ANDERSON",1995,1436,0,0,6,0,0,NA,"D"
"1996","D","BITETTO","ANTHONY","83 ANTHONY BITETTO","ANTHONY BITETTO",1996,1437,0,0,0,7,0,NA,"D"
"1997","G","BERUBE","JEAN-FRANCOIS","35 JEAN-FRANCOIS BERUBE","JEAN-FRANCOIS BERUBE",1997,1438,0,0,0,0,3,NA,NA
"1998","C","SHORE","NICK","37 NICK SHORE","NICK SHORE",1998,1439,34,0,0,0,0,NA,"D"
"1999","D","WITKOWSKI","LUKE","53 LUKE WITKOWSKI","LUKE WITKOWSKI",1999,1440,0,0,0,16,0,NA,"D"
"2000","G","MCKENNA","MIKE","43 MIKE MCKENNA","MIKE MCKENNA",2000,1242,0,0,0,0,10,NA,NA
"2001","R","STRAKA","PETR","51 PETR STRAKA","PETR STRAKA",2001,1441,0,0,3,0,0,NA,"D"
"2002","C","WHITE","RYAN","25 RYAN WHITE","RYAN WHITE",2002,940,34,0,0,0,0,"D","D"
"2003","D","GRANBERG","PETTER","8 PETTER GRANBERG","PETTER GRANBERG",2003,1331,0,0,0,7,0,"D","D"
"2004","L","KENINS","RONALDS","41 RONALDS KENINS","RONALDS KENINS",2004,1442,0,30,0,0,0,NA,"D"
"2005","G","DOMINGUE","LOUIS","35 LOUIS DOMINGUE","LOUIS DOMINGUE",2005,1443,0,0,0,0,26,NA,NA
"2006","G","SUBBAN","MALCOLM","70 MALCOLM SUBBAN","MALCOLM SUBBAN",2006,1444,0,0,0,0,6,NA,NA
"2007","L","WOLF","DAVID","45 DAVID WOLF","DAVID WOLF",2007,1445,0,3,0,0,0,NA,"D"
"2008","D","CLENDENING","ADAM","44 ADAM CLENDENING","ADAM CLENDENING",2008,1397,0,0,0,17,0,NA,"D"
"2009","L","VOLPATTI","AARON","17 AARON VOLPATTI","AARON VOLPATTI",2009,120,0,2,0,0,0,"D","D"
"2010","L","DE LA ROSE","JACOB","25 JACOB DE LA ROSE","JACOB DE LA ROSE",2010,1446,0,39,0,0,0,NA,"D"
"2011","D","KAMPFER","STEVEN","3 STEVEN KAMPFER","STEVEN KAMPFER",2011,688,0,0,0,25,0,NA,NA
"2012","C","TARASOV","DANIIL","71 DANIIL TARASOV","DANIIL TARASOV",2012,1447,5,0,0,0,0,NA,"D"
"2013","G","BIBEAU","ANTOINE","30 ANTOINE BIBEAU","ANTOINE BIBEAU",2013,1448,0,0,0,0,1,NA,NA
"2014","L","ZOLNIERCZYK","HARRY","16 HARRY ZOLNIERCZYK","HARRY ZOLNIERCZYK",2014,678,0,2,0,0,0,"D","D"
"2015","G","STOLARZ","ANTHONY","65 ANTHONY STOLARZ","ANTHONY STOLARZ",2015,1449,0,0,0,0,4,NA,NA
"2016","R","STAFFORD","DREW","12 DREW STAFFORD","DREW STAFFORD",2016,279,0,0,26,0,0,"B","C"
"2017","D","CUMISKEY","KYLE","26 KYLE CUMISKEY","KYLE CUMISKEY",2017,1450,0,0,0,7,0,NA,"D"
"2018","R","HARTMAN","RYAN","38 RYAN HARTMAN","RYAN HARTMAN",2018,1451,0,0,5,0,0,NA,"D"
"2019","R","ARCOBELLO","MARK","36 MARK ARCOBELLO","MARK ARCOBELLO",2019,1071,0,0,27,0,0,"D","C"
"2020","C","PRINCE","SHANE","10 SHANE PRINCE","SHANE PRINCE",2020,1452,2,0,0,0,0,NA,"D"
"2021","D","BIEGA","ALEX","55 ALEX BIEGA","ALEX BIEGA",2021,1453,0,0,0,7,0,NA,"D"
"2022","C","JOKINEN","OLLI","11 OLLI JOKINEN","OLLI JOKINEN",2022,526,6,0,0,0,0,"B","D"
"2023","G","DRIEDGER","CHRIS","32 CHRIS DRIEDGER","CHRIS DRIEDGER",2023,1454,0,0,0,0,11,NA,NA
"2024","C","MCMILLAN","BRANDON","21 BRANDON MCMILLAN","BRANDON MCMILLAN",2024,266,8,0,0,0,0,"D","D"
"2025","L","RANFORD","BRENDAN","64 BRENDAN RANFORD","BRENDAN RANFORD",2025,1455,0,1,0,0,0,NA,"D"
"2026","R","FERLIN","BRIAN","68 BRIAN FERLIN","BRIAN FERLIN",2026,1456,0,0,7,0,0,NA,"D"
"2027","L","MOUILLIERAT","KAEL","48 KAEL MOUILLIERAT","KAEL MOUILLIERAT",2027,1457,0,6,0,0,0,NA,"D"
"2028","D","FRANSON","CODY","44 CODY FRANSON","CODY FRANSON",2028,652,0,0,0,23,0,"C","C"
"2029","C","SANTORELLI","MIKE","10 MICHAEL SANTORELLI","MIKE SANTORELLI",2029,710,17,0,0,0,0,"C","C"
"2030","L","PUEMPEL","MATT","26 MATT PUEMPEL","MATT PUEMPEL",2030,1458,0,13,0,0,0,NA,"D"
"2031","D","OESTERLE","JORDAN","82 JORDAN OESTERLE","JORDAN OESTERLE",2031,1459,0,0,0,6,0,NA,"D"
"2032","D","REESE","DYLAN","46 DYLAN REESE","DYLAN REESE",2032,821,0,0,0,1,0,NA,"D"
"2033","C","LINDBERG","OSCAR","48 OSCAR LINDBERG","OSCAR LINDBERG",2033,1460,1,0,0,0,0,NA,"D"
"2034","R","POIRIER","EMILE","57 EMILE POIRIER","EMILE POIRIER",2034,1461,0,0,6,0,0,NA,"D"
"2035","L","SEKAC","JIRI","46 JIRI SEKAC","JIRI SEKAC",2035,1343,0,19,0,0,0,NA,"C"
"2036","C","SAMUELSSON","HENRIK","15 HENRIK SAMUELSSON","HENRIK SAMUELSSON",2036,1462,3,0,0,0,0,NA,"D"
"2037","G","DANSK","OSCAR","60 OSCAR DANSK","OSCAR DANSK",2037,1463,0,0,0,0,1,NA,NA
"2038","R","SMITH-PELLY","DEVANTE","21 DEVANTE SMITH-PELLY","DEVANTE SMITH-PELLY",2038,278,0,0,26,0,0,"D","D"
"2039","C","SILL","ZACH","22 ZACH SILL","ZACH SILL",2039,1228,21,0,0,0,0,"D","D"
"2040","L","BERGENHEIM","SEAN","23 SEAN BERGENHEIM","SEAN BERGENHEIM",2040,408,0,17,0,0,0,"B","B"
"2041","C","TLUSTY","JIRI","91 JIRI TLUSTY","JIRI TLUSTY",2041,160,20,0,0,0,0,"C","B"
"2042","G","SMITH","JEREMY","39 JEREMY SMITH","JEREMY SMITH",2042,890,0,0,0,0,2,NA,NA
"2043","D","POTTER","COREY","28 COREY POTTER","COREY POTTER",2043,666,0,0,0,6,0,"D","D"
"2044","D","SEKERA","ANDREJ","7 ANDREJ SEKERA","ANDREJ SEKERA",2044,276,0,0,0,16,0,"A","C"
"2045","R","CLARKSON","DAVID","18 DAVID CLARKSON","DAVID CLARKSON",2045,369,0,0,3,0,0,"B","B"
"2046","D","YANDLE","KEITH","93 KEITH YANDLE","KEITH YANDLE",2046,575,0,0,0,21,0,"A","A"
"2047","C","VERMETTE","ANTOINE","80 ANTOINE VERMETTE","ANTOINE VERMETTE",2047,239,19,0,0,0,0,"B","B"
"2048","D","PETRY","JEFF","26 JEFF PETRY","JEFF PETRY",2048,616,0,0,0,25,0,"C","B"
"2049","R","SMITH","BEN","21 BEN SMITH","BEN SMITH",2049,777,0,0,19,0,0,"C","D"
"2050","L","GLENCROSS","CURTIS","22 CURTIS GLENCROSS","CURTIS GLENCROSS",2050,520,0,18,0,0,0,"B","C"
"2051","D","COBURN","BRAYDON","55 BRAYDON COBURN","BRAYDON COBURN",2051,12,0,0,0,4,0,"B","B"
"2052","R","D'AMIGO","JERRY","49 JERRY D'AMIGO","JERRY D'AMIGO",2052,1240,0,0,9,0,0,"D","D"
"2053","G","JOHNSON","CHAD","33 CHAD JOHNSON","CHAD JOHNSON",2053,914,0,0,0,0,1,NA,NA
"2054","D","ERIXON","TIM","33 TIM ERIXON","TIM ERIXON",2054,333,0,0,0,15,0,"D","D"
"2055","C","LINDSTROM","JOAKIM","15 JOAKIM LINDSTROM","JOAKIM LINDSTROM",2055,640,19,0,0,0,0,NA,"D"
"2056","G","TALLAS","ROBB ","31 ROBB  TALLAS","ROBB  TALLAS",2056,1464,0,0,0,0,1,NA,NA
"2057","R","STEWART","CHRIS","44 CHRIS STEWART","CHRIS STEWART",2057,466,0,0,20,0,0,"B","C"
"2058","L","CUNNINGHAM","CRAIG","22 CRAIG CUNNINGHAM","CRAIG CUNNINGHAM",2058,1251,0,19,0,0,0,"D","D"
"2059","D","DAHLBECK","KLAS","34 KLAS DAHLBECK","KLAS DAHLBECK",2059,1411,0,0,0,19,0,NA,"D"
"2060","D","DESPRES","SIMON","24 SIMON DESPRES","SIMON DESPRES",2060,814,0,0,0,16,0,"D","C"
"2061","L","MCGINN","TYE","20 TYE MCGINN","TYE MCGINN",2061,1044,0,18,0,0,0,"D","D"
"2062","R","STEMPNIAK","LEE","20 LEE STEMPNIAK","LEE STEMPNIAK",2062,533,0,0,18,0,0,"C","C"
"2063","C","SHEPPARD","JAMES","45 JAMES SHEPPARD","JAMES SHEPPARD",2063,1046,14,0,0,0,0,"D","D"
"2064","D","ZIDLICKY","MAREK","28 MAREK ZIDLICKY","MAREK ZIDLICKY",2064,489,0,0,0,21,0,"A","C"
"2065","R","CARON","JORDAN","27 JORDAN CARON","JORDAN CARON",2065,10,0,0,19,0,0,"D","D"
"2066","D","LOVEJOY","BEN","12 BEN LOVEJOY","BEN LOVEJOY",2066,102,0,0,0,20,0,"C","D"
"2067","C","FLYNN","BRIAN","32 BRIAN FLYNN","BRIAN FLYNN",2067,1095,14,0,0,0,0,NA,NA
"2068","D","SCHLEMKO","DAVID","3 DAVID SCHLEMKO","DAVID SCHLEMKO",2068,628,0,0,0,19,0,"D","D"
"2069","C","TALBOT","MAX","25 MAX TALBOT","MAX TALBOT",2069,1465,18,0,0,0,0,"C","D"
"2070","G","BRITTAIN","SAM","31 SAM BRITTAIN","SAM BRITTAIN",2070,1466,0,0,0,0,6,NA,NA
"2071","D","RISSANEN","RASMUS","62 RASMUS RISSANEN","RASMUS RISSANEN",2071,1467,0,0,0,6,0,NA,"D"
"2072","G","MAKAROV","ANDREY","1 ANDREY MAKAROV","ANDREY MAKAROV",2072,1324,0,0,0,0,6,NA,NA
"2073","C","DESJARDINS","ANDREW","11 ANDREW DESJARDINS","ANDREW DESJARDINS",2073,545,13,0,0,0,0,"D","D"
"2074","R","BOURQUE","RENE","32 RENE BOURQUE","RENE BOURQUE",2074,516,0,0,8,0,0,"B","B"
"2075","C","HAMILTON","FREDDIE","13 FREDDIE HAMILTON","FREDDIE HAMILTON",2075,1202,17,0,0,0,0,"D","D"
"2076","C","KENNEDY","TYLER","26 TYLER KENNEDY","TYLER KENNEDY",2076,97,13,0,0,0,0,"B","D"
"2077","D","WISNIEWSKI","JAMES","20 JAMES WISNIEWSKI","JAMES WISNIEWSKI",2077,716,0,0,0,13,0,"A","A"
"2078","C","ADAM","LUKE","25 LUKE ADAM","LUKE ADAM",2078,242,3,0,0,0,0,"D","D"
"2079","D","MACWILLIAM","ANDREW","57 ANDREW MACWILLIAM","ANDREW MACWILLIAM",2079,1468,0,0,0,12,0,NA,"D"
"2080","L","ANGELIDIS","MIKE","15 MIKE ANGELIDIS","MIKE ANGELIDIS",2080,915,0,3,0,0,0,NA,"D"
"2081","D","BRENNAN","T.J.","25 TJ BRENNAN","T.J. BRENNAN",2081,788,0,0,0,6,0,NA,"D"
"2082","G","ERIKSSON","JOACIM","32 JOACIM ERIKSSON","JOACIM ERIKSSON",2082,1260,0,0,0,0,1,NA,NA
"2083","D","MICHALEK","ZBYNEK","6 ZBYNEK MICHALEK","ZBYNEK MICHALEK",2083,107,0,0,0,15,0,"B","D"
"2084","C","COUSINS","NICK","52 NICK COUSINS","NICK COUSINS",2084,1469,11,0,0,0,0,NA,"D"
"2085","C","MILLER","DREW","58 ANDREW MILLER","DREW MILLER",2085,193,9,0,0,0,0,"D","D"
"2086","D","BIEGA","DANNY","41 DANNY BIEGA","DANNY BIEGA",2086,1470,0,0,0,10,0,NA,"D"
"2087","L","ARVIDSSON","VIKTOR","38 VIKTOR ARVIDSSON","VIKTOR ARVIDSSON",2087,1471,0,6,0,0,0,NA,"D"
