"","pos","last","first","numfirstlast","firstlast","index","player.id","pC","pL","pR","pD","pG","Player Rank 1314","Player Rank 1415"
"1070","R","GLENNIE","SCOTT","15 SCOTT GLENNIE","SCOTT GLENNIE",1070,1003,0,0,2,0,0,NA,NA
"1071","C","KREIDER","CHRIS","20 CHRIS KREIDER","CHRIS KREIDER",1071,1004,228,0,0,0,0,"C","C"
"1072","R","STONE","MARK","60 MARK STONE","MARK STONE",1072,1005,0,0,2,0,0,"D","C"
"1073","R","SILFVERBERG","JAKOB","33 JAKOB SILFVERBERG","JAKOB SILFVERBERG",1073,1006,0,0,208,0,0,NA,NA
"1074","G","MARKSTROM","JACOB","35 JACOB MARKSTROM","JACOB MARKSTROM",1074,426,0,0,0,0,69,NA,NA
"1075","G","ALLEN","JAKE","34 JAKE ALLEN","JAKE ALLEN",1075,1007,0,0,0,0,127,NA,NA
"1076","C","SESTITO","TIM","21 TIM SESTITO","TIM SESTITO",1076,790,2,0,0,0,0,"D","D"
"1077","D","FOSTER","KURTIS","3 KURTIS FOSTER","KURTIS FOSTER",1077,705,0,0,0,23,0,NA,NA
"1078","L","GLASS","TANNER","10 TANNER GLASS","TANNER GLASS",1078,583,0,33,0,0,0,"D","D"
"1079","L","LAUGHTON","SCOTT","21 SCOTT LAUGHTON","SCOTT LAUGHTON",1079,1008,0,5,0,0,0,NA,"D"
"1080","G","LEIGHTON","MICHAEL","49 MICHAEL LEIGHTON","MICHAEL LEIGHTON",1080,1009,0,0,0,0,33,NA,NA
"1081","D","SCHENN","LUKE","22 LUKE SCHENN","LUKE SCHENN",1081,77,0,0,0,191,0,"B","B"
"1082","C","TALBOT","MAXIME","25 MAXIME TALBOT","MAXIME TALBOT",1082,36,186,0,0,0,0,NA,NA
"1083","G","VOKOUN","TOMAS","92 TOMAS VOKOUN","TOMAS VOKOUN",1083,404,0,0,0,0,63,NA,NA
"1084","L","WELLWOOD","ERIC","11 ERIC WELLWOOD","ERIC WELLWOOD",1084,748,0,4,0,0,0,NA,NA
"1085","D","BENOIT","ANDRE","61 ANDRE BENOIT","ANDRE BENOIT",1085,1010,0,0,0,183,0,"C","D"
"1086","C","JOKINEN","OLLI","12 OLLI JOKINEN","OLLI JOKINEN",1086,526,127,0,0,0,0,"B","D"
"1087","L","LATENDRESSE","GUILLAUME","73 GUILLAUME LATENDRESSE","GUILLAUME LATENDRESSE",1087,480,0,30,0,0,0,NA,NA
"1088","C","O'BRIEN","JIM","18 JIM O'BRIEN","JIM O'BRIEN",1088,926,29,0,0,0,0,NA,NA
"1089","D","POSTMA","PAUL","4 PAUL POSTMA","PAUL POSTMA",1089,746,0,0,0,96,0,"D","D"
"1090","D","WIERCIOCH","PATRICK","46 PATRICK WIERCIOCH","PATRICK WIERCIOCH",1090,1011,0,0,0,158,0,"C","D"
"1091","D","BROOKBANK","SHELDON","17 SHELDON BROOKBANK","SHELDON BROOKBANK",1091,246,0,0,0,82,0,"D",NA
"1092","L","BOURQUE","CHRIS","48 CHRIS BOURQUE","CHRIS BOURQUE",1092,1012,0,18,0,0,0,NA,NA
"1093","D","HAMILTON","DOUGIE","27 DOUGIE HAMILTON","DOUGIE HAMILTON",1093,1013,0,0,0,197,0,"C","C"
"1094","C","RUPP","MIKE","17 MIKE RUPP","MIKE RUPP",1094,354,8,0,0,0,0,NA,NA
"1095","R","SEGAL","BRANDON","42 BRANDON SEGAL","BRANDON SEGAL",1095,956,0,0,1,0,0,NA,NA
"1096","D","STRALMAN","ANTON","6 ANTON STRALMAN","ANTON STRALMAN",1096,793,0,0,0,246,0,"C","A"
"1097","R","ARMSTRONG","COLBY","20 COLBY ARMSTRONG","COLBY ARMSTRONG",1097,42,0,0,41,0,0,NA,NA
"1098","D","BOUILLON","FRANCIS","55 FRANCIS BOUILLON","FRANCIS BOUILLON",1098,717,0,0,0,114,0,"D",NA
"1099","C","GALCHENYUK","ALEX","27 ALEX GALCHENYUK","ALEX GALCHENYUK",1099,1014,209,0,0,0,0,"B","B"
"1100","C","KOMAROV","LEO","47 LEO KOMAROV","LEO KOMAROV",1100,1015,111,0,0,0,0,NA,"B"
"1101","D","KOSTKA","MICHAEL","53 MICHAEL KOSTKA","MICHAEL KOSTKA",1101,1016,0,0,0,36,0,NA,NA
"1102","C","MCCLEMENT","JAY","11 JAY MCCLEMENT","JAY MCCLEMENT",1102,504,136,0,0,0,0,"D","D"
"1103","C","AUCOIN","KEITH","10 KEITH AUCOIN","KEITH AUCOIN",1103,928,47,0,0,0,0,"D",NA
"1104","L","BOULTON","ERIC","36 ERIC BOULTON","ERIC BOULTON",1104,367,0,48,0,0,0,"D","D"
"1105","R","BOYES","BRAD","24 BRAD BOYES","BRAD BOYES",1105,245,0,0,210,0,0,"C","C"
"1106","D","CARKNER","MATT","7 MATT CARKNER","MATT CARKNER",1106,840,0,0,0,79,0,"D",NA
"1107","D","FINLEY","JOE","52 JOE FINLEY","JOE FINLEY",1107,819,0,0,0,16,0,NA,NA
"1108","C","MATTEAU","STEFAN","15 STEFAN MATTEAU","STEFAN MATTEAU",1108,1017,17,0,0,0,0,NA,"D"
"1109","R","MCDONALD","COLIN","13 COLIN MCDONALD","COLIN MCDONALD",1109,887,0,0,139,0,0,"D","D"
"1110","D","CARLE","MATT","25 MATTHEW CARLE","MATT CARLE",1110,9,0,0,0,193,0,"A","B"
"1111","C","CONACHER","CORY","89 CORY CONACHER","CORY CONACHER",1111,1018,130,0,0,0,0,"C","D"
"1112","R","CROMBEEN","B.J.","19 B.J. CROMBEEN","B.J. CROMBEEN",1112,872,0,0,101,0,0,"D","D"
"1113","D","POTI","TOM","3 TOM POTI","TOM POTI",1113,1019,0,0,0,16,0,NA,NA
"1114","C","RIBEIRO","MIKE","9 MIKE RIBEIRO","MIKE RIBEIRO",1114,312,55,0,0,0,0,"A","C"
"1115","L","WOLSKI","WOJTEK","17 WOJTEK WOLSKI","WOJTEK WOLSKI",1115,360,0,27,0,0,0,NA,NA
"1116","L","BOYCHUK","ZACH","18 ZACH BOYCHUK","ZACH BOYCHUK",1116,713,0,1,0,0,0,"D","D"
"1117","D","CARUSO","MICHAEL","62 MICHAEL CARUSO","MICHAEL CARUSO",1117,1020,0,0,0,2,0,NA,NA
"1118","D","CORVO","JOE","77 JOE CORVO","JOE CORVO",1118,13,0,0,0,65,0,"D",NA
"1119","G","ELLIS","DAN","31 DAN ELLIS","DAN ELLIS",1119,249,0,0,0,0,45,NA,NA
"1120","D","FAULK","JUSTIN","27 JUSTIN FAULK","JUSTIN FAULK",1120,132,0,0,0,196,0,"C","A"
"1121","C","HUBERDEAU","JONATHAN","11 JONATHAN HUBERDEAU","JONATHAN HUBERDEAU",1121,1021,196,0,0,0,0,"B","C"
"1122","R","KOVALEV","ALEX","27 ALEX KOVALEV","ALEX KOVALEV",1122,1022,0,0,14,0,0,NA,NA
"1123","R","PARROS","GEORGE","22 GEORGE PARROS","GEORGE PARROS",1123,269,0,0,39,0,0,"D",NA
"1124","C","BRUNNER","DAMIEN","24 DAMIEN BRUNNER","DAMIEN BRUNNER",1124,1023,58,0,0,0,0,"B","D"
"1125","R","CLEARY","DANIEL","11 DANIEL CLEARY","DANIEL CLEARY",1125,168,0,0,73,0,0,NA,NA
"1126","D","COLE","IAN","28 IAN COLE","IAN COLE",1126,756,0,0,0,135,0,"D","D"
"1127","C","EMMERTON","CORY","25 CORY EMMERTON","CORY EMMERTON",1127,174,79,0,0,0,0,"D",NA
"1128","R","SAMUELSSON","MIKAEL","37 MIKAEL SAMUELSSON","MIKAEL SAMUELSSON",1128,111,0,0,35,0,0,"D",NA
"1129","R","TARASENKO","VLADIMIR","91 VLADIMIR TARASENKO","VLADIMIR TARASENKO",1129,1024,0,0,186,0,0,"C","C"
"1130","G","BOBROVSKY","SERGEI","72 SERGEI BOBROVSKY","SERGEI BOBROVSKY",1130,4,0,0,0,0,182,NA,NA
"1131","D","ELLIS","RYAN","4 RYAN ELLIS","RYAN ELLIS",1131,869,0,0,0,170,0,"C","C"
"1132","D","HANNAN","SCOTT","22 SCOTT HANNAN","SCOTT HANNAN",1132,522,0,0,0,29,0,"D","D"
"1133","G","MASON","CHRIS","30 CHRIS MASON","CHRIS MASON",1133,589,0,0,0,0,48,NA,NA
"1134","C","EAKIN","CODY","20 CODY EAKIN","CODY EAKIN",1134,732,213,0,0,0,0,"C","C"
"1135","C","LOMBARDI","MATTHEW","8 MATTHEW LOMBARDI","MATTHEW LOMBARDI",1135,68,21,0,0,0,0,NA,NA
"1136","R","MOSS","DAVID","18 DAVID MOSS","DAVID MOSS",1136,530,0,0,184,0,0,"C","D"
"1137","G","NILSTORP","CRISTOPHER","41 CRISTOPHER NILSTORP","CRISTOPHER NILSTORP",1137,1025,0,0,0,0,16,NA,NA
"1138","C","ROY","DEREK","11 DEREK ROY","DEREK ROY",1138,273,30,0,0,0,0,"B","C"
"1139","L","BORDELEAU","PATRICK","58 PATRICK BORDELEAU","PATRICK BORDELEAU",1139,1026,0,136,0,0,0,"D","D"
"1140","C","GRANLUND","MIKAEL","64 MIKAEL GRANLUND","MIKAEL GRANLUND",1140,1027,171,0,0,0,0,"C","C"
"1141","C","MITCHELL","JOHN","7 JOHN MITCHELL","JOHN MITCHELL",1141,796,190,0,0,0,0,"C","C"
"1142","L","PARISE","ZACH","11 ZACH PARISE","ZACH PARISE",1142,380,0,207,0,0,0,"A","A"
"1143","D","ZANON","GREG","4 GREG ZANON","GREG ZANON",1143,488,0,0,0,44,0,NA,NA
"1144","D","ALLEN","BRYAN","55 BRYAN ALLEN","BRYAN ALLEN",1144,122,0,0,0,129,0,"B","B"
"1145","G","ANDERSEN","FREDERIK","31 FREDERIK ANDERSEN","FREDERIK ANDERSEN",1145,1028,0,0,0,0,149,NA,NA
"1146","C","BONINO","NICK","13 NICK BONINO","NICK BONINO",1146,731,200,0,0,0,0,"C","C"
"1147","D","GARRISON","JASON","5 JASON GARRISON","JASON GARRISON",1147,417,0,0,0,202,0,"A","A"
"1148","D","HENDRY","JORDAN","40 JORDAN HENDRY","JORDAN HENDRY",1148,1029,0,0,0,2,0,NA,NA
"1149","R","RAKELL","RICKARD","67 RICKARD RAKELL","RICKARD RAKELL",1149,1030,0,0,97,0,0,"D","C"
"1150","L","VOLPATTI","AARON","15 AARON VOLPATTI","AARON VOLPATTI",1150,120,0,16,0,0,0,"D","D"
"1151","C","GRIGORENKO","MIKHAIL","25 MIKHAIL GRIGORENKO","MIKHAIL GRIGORENKO",1151,1031,68,0,0,0,0,"D","D"
"1152","C","OTT","STEVE","9 STEVE OTT","STEVE OTT",1152,308,185,0,0,0,0,"B","D"
"1153","L","BEGIN","STEVE","25 STEVE BEGIN","STEVE BEGIN",1153,1032,0,36,0,0,0,NA,NA
"1154","R","BURISH","ADAM","37 ADAM BURISH","ADAM BURISH",1154,491,0,0,87,0,0,"D","D"
"1155","L","CAMMALLERI","MIKE","13 MIKE CAMMALLERI","MIKE CAMMALLERI",1155,46,0,107,0,0,0,NA,NA
"1156","L","COMEAU","BLAKE","17 BLAKE COMEAU","BLAKE COMEAU",1156,413,0,94,0,0,0,"D","C"
"1157","C","DESJARDINS","ANDREW","10 ANDREW DESJARDINS","ANDREW DESJARDINS",1157,545,197,0,0,0,0,"D","D"
"1158","L","GALIARDI","T.J.","21 TJ GALIARDI","T.J. GALIARDI",1158,496,0,85,0,0,0,"D","D"
"1159","D","IRWIN","MATT","52 MATTHEW IRWIN","MATT IRWIN",1159,1033,0,0,0,4,0,"C","C"
"1160","D","STUART","BRAD","7 BRAD STUART","BRAD STUART",1160,198,0,0,0,127,0,"B","B"
"1161","D","WIDEMAN","DENNIS","26 DENNIS WIDEMAN","DENNIS WIDEMAN",1161,406,0,0,0,46,0,"B","A"
"1162","D","PETRY","JEFF","2 JEFF PETRY","JEFF PETRY",1162,616,0,0,0,187,0,"C","B"
"1163","D","SCHULTZ","JUSTIN","19 JUSTIN SCHULTZ","JUSTIN SCHULTZ",1163,1034,0,0,0,203,0,"A","C"
"1164","R","YAKUPOV","NAIL","64 NAIL YAKUPOV","NAIL YAKUPOV",1164,1035,0,0,111,0,0,"B","B"
"1165","L","SAAD","BRANDON","20 BRANDON SAAD","BRANDON SAAD",1165,315,0,248,0,0,0,"C","C"
"1166","D","JOHNSON","AARON","45 AARON JOHNSON","AARON JOHNSON",1166,477,0,0,0,10,0,NA,NA
"1167","L","CLUNE","RICH","16 RICH CLUNE","RICH CLUNE",1167,1036,0,106,0,0,0,NA,NA
"1168","D","FRASER","MARK","45 MARK FRASER","MARK FRASER",1168,740,0,0,0,49,0,"D","D"
"1169","D","HOLZER","KORBINIAN","55 KORBINIAN HOLZER","KORBINIAN HOLZER",1169,1037,0,0,0,56,0,NA,"D"
"1170","D","LASHOFF","BRIAN","23 BRIAN LASHOFF","BRIAN LASHOFF",1170,1038,0,0,0,125,0,"D","D"
"1171","G","MCCOLLUM","THOMAS","38 TOM MCCOLLUM","THOMAS MCCOLLUM",1171,1039,0,0,0,0,19,NA,NA
"1172","G","FASTH","VIKTOR","30 VIKTOR FASTH","VIKTOR FASTH",1172,1040,0,0,0,0,62,NA,NA
"1173","R","CRABB","JOEY","15 JOEY CRABB","JOEY CRABB",1173,737,0,0,26,0,0,"D",NA
"1174","C","WRIGHT","JAMES","17 JAMES WRIGHT","JAMES WRIGHT",1174,1041,97,0,0,0,0,"D",NA
"1175","R","WESTGARTH","KEVIN","8 KEVIN WESTGARTH","KEVIN WESTGARTH",1175,576,0,0,43,0,0,"D",NA
"1176","R","GALLAGHER","BRENDAN","73 BRENDAN GALLAGHER","BRENDAN GALLAGHER",1176,1042,0,0,15,0,0,"C","C"
"1177","C","SHORE","DREW","50 DREW SHORE","DREW SHORE",1177,1043,13,0,0,0,0,"D","D"
"1178","L","MCGINN","TYE","15 TYE MCGINN","TYE MCGINN",1178,1044,0,36,0,0,0,"D","D"
"1179","D","HUSKINS","KENT","3 KENT HUSKINS","KENT HUSKINS",1179,621,0,0,0,11,0,NA,NA
"1180","D","MUZZIN","JAKE","6 JAKE MUZZIN","JAKE MUZZIN",1180,1045,0,0,0,240,0,"C","C"
"1181","C","SHEPPARD","JAMES","15 JAMES SHEPPARD","JAMES SHEPPARD",1181,1046,174,0,0,0,0,"D","D"
"1182","C","SCHROEDER","JORDAN","45 JORDAN SCHROEDER","JORDAN SCHROEDER",1182,1047,56,0,0,0,0,"D","D"
"1183","D","STONE","MICHAEL","29 MICHAEL STONE","MICHAEL STONE",1183,937,0,0,0,40,0,"C","C"
"1184","C","NEWBURY","KRIS","28 KRIS NEWBURY","KRIS NEWBURY",1184,684,9,0,0,0,0,"D",NA
"1185","D","REDDEN","WADE","6 WADE REDDEN","WADE REDDEN",1185,1048,0,0,0,34,0,NA,NA
"1186","R","KOBASEW","CHUCK","12 CHUCK KOBASEW","CHUCK KOBASEW",1186,502,0,0,70,0,0,"D",NA
"1187","D","FISTRIC","MARK","45 MARK FISTRIC","MARK FISTRIC",1187,292,0,0,0,25,0,"D","D"
"1188","G","JOHNSON","CHAD","31 CHAD JOHNSON","CHAD JOHNSON",1188,914,0,0,0,0,13,NA,NA
"1189","R","BARCH","KRYS","22 KRYSTOFER BARCH","KRYS BARCH",1189,648,0,0,22,0,0,NA,NA
"1190","R","FEHR","ERIC","16 ERIC FEHR","ERIC FEHR",1190,778,29,0,167,0,0,"C","C"
"1191","D","BRODIN","JONAS","25 JONAS BRODIN","JONAS BRODIN",1191,1049,0,0,0,213,0,"C","C"
"1192","C","GOMEZ","SCOTT","23 SCOTT GOMEZ","SCOTT GOMEZ",1192,58,94,0,0,0,0,"D","C"
"1193","R","FERRIERO","BENN","36 BENN FERRIERO","BENN FERRIERO",1193,695,0,0,4,0,0,"D",NA
"1194","C","HOWDEN","QUINTON","42 QUINTON HOWDEN","QUINTON HOWDEN",1194,1050,34,0,0,0,0,"D",NA
"1195","R","KNUBLE","MIKE","9 MIKE KNUBLE","MIKE KNUBLE",1195,397,0,0,28,0,0,NA,NA
"1196","D","ROME","AARON","27 AARON ROME","AARON ROME",1196,753,0,0,0,53,0,"D",NA
"1197","C","SCEVIOUR","COLTON","22 COLTON SCEVIOUR","COLTON SCEVIOUR",1197,1051,104,0,0,0,0,"D","C"
"1198","R","JOHNSON","NICK","32 NICK JOHNSON","NICK JOHNSON",1198,478,0,0,26,0,0,"D",NA
"1199","C","CERVENKA","ROMAN","10 ROMAN CERVENKA","ROMAN CERVENKA",1199,1052,39,0,0,0,0,NA,NA
"1200","C","HUDLER","JIRI","24 JIRI HUDLER","JIRI HUDLER",1200,185,117,0,78,0,0,"A","A"
"1201","D","HICKEY","THOMAS","14 THOMAS HICKEY","THOMAS HICKEY",1201,1053,0,0,0,204,0,"C","C"
"1202","D","IRWIN","MATT","52 MATT IRWIN","MATT IRWIN",1202,1033,0,0,0,162,0,"C","C"
"1203","C","ANDERSON","MATT","12 MATT ANDERSON","MATT ANDERSON",1203,1054,2,0,0,0,0,NA,NA
"1204","R","ETEM","EMERSON","65 EMERSON ETEM","EMERSON ETEM",1204,1055,0,0,78,0,0,"D","D"
"1205","D","PETRECKI","NICK","54 NICK PETRECKI","NICK PETRECKI",1205,1056,0,0,0,1,0,NA,NA
"1206","C","SGARBOSSA","MICHAEL","43 MICHAEL SGARBOSSA","MICHAEL SGARBOSSA",1206,1057,9,0,0,0,0,NA,"D"
"1207","D","ERIXON","TIM","20 TIM ERIXON","TIM ERIXON",1207,333,0,0,0,52,0,"D","D"
"1208","C","MARCHESSAULT","JONATHAN","36 JONATHAN MARCHESSAULT","JONATHAN MARCHESSAULT",1208,1058,1,0,0,0,0,NA,NA
"1209","D","REDMOND","ZACH","25 ZACH REDMOND","ZACH REDMOND",1209,1059,0,0,0,18,0,"D","C"
"1210","D","OLEKSIAK","JAMIE","43 JAMIE OLEKSIAK","JAMIE OLEKSIAK",1210,1060,0,0,0,16,0,"D","D"
"1211","L","ROUSSEL","ANTOINE","60 ANTOINE ROUSSEL","ANTOINE ROUSSEL",1211,1061,0,39,0,0,0,"C","C"
"1212","D","VATANEN","SAMI","45 SAMI VATANEN","SAMI VATANEN",1212,1062,0,0,0,128,0,"C","C"
"1213","L","BOYCHUK","ZACH","17 ZACH BOYCHUK","ZACH BOYCHUK",1213,713,0,7,0,0,0,"D","D"
"1214","L","VAN DER GULIK","DAVID","14 DAVID VAN DER GULIK","DAVID VAN DER GULIK",1214,850,0,11,0,0,0,"D","D"
"1215","L","MCLAREN","FRAZER","38 FRAZER MCLAREN","FRAZER MCLAREN",1215,809,0,63,0,0,0,"D",NA
"1216","R","TARDIF","JAMIE","68 JAMIE TARDIF","JAMIE TARDIF",1216,1063,0,0,2,0,0,NA,NA
"1217","C","AUDY-MARCHESSAULT","JONATHAN","36 JONATHAN AUDY-MARCHESSAULT","JONATHAN AUDY-MARCHESSAULT",1217,1064,1,0,0,0,0,NA,NA
"1218","D","DEMERS","JASON","5 JASON DEMERS","JASON DEMERS",1218,544,0,0,0,125,0,"C","C"
"1219","R","BUTLER","BOBBY","9 BOBBY BUTLER","BOBBY BUTLER",1219,167,0,0,14,0,0,"D",NA
"1220","R","WALLACE","TIM","29 TIM WALLACE","TIM WALLACE",1220,830,0,0,28,0,0,NA,NA
"1221","C","COYLE","CHARLIE","63 CHARLIE COYLE","CHARLIE COYLE",1221,1065,42,0,0,0,0,"C","C"
"1222","C","MILLER","J.T.","47 J.T. MILLER","J.T. MILLER",1222,1066,26,0,0,0,0,"D","C"
"1223","C","POWE","DARROLL","8 DARROLL POWE","DARROLL POWE",1223,482,38,0,0,0,0,"D",NA
"1224","D","HOLDEN","NICK","29 NICK HOLDEN","NICK HOLDEN",1224,1067,0,0,0,2,0,"C","D"
"1225","G","MRAZEK","PETR","34 PETR MRAZEK","PETR MRAZEK",1225,1068,0,0,0,0,102,NA,NA
"1226","C","TATAR","TOMAS","21 TOMAS TATAR","TOMAS TATAR",1226,1069,178,0,0,0,0,"C","C"
"1227","C","SPOONER","RYAN","51 RYAN SPOONER","RYAN SPOONER",1227,1070,56,0,0,0,0,"D","D"
"1228","R","ARCOBELLO","MARK","62 MARK ARCOBELLO","MARK ARCOBELLO",1228,1071,0,0,1,0,0,"D","C"
"1229","G","TAYLOR","DANIEL","41 DANIEL TAYLOR","DANIEL TAYLOR",1229,1072,0,0,0,0,12,NA,NA
"1230","D","LUNDIN","MIKE","10 MIKE LUNDIN","MIKE LUNDIN",1230,805,0,0,0,11,0,NA,NA
"1231","C","RUPP","MIKE","27 MIKE RUPP","MIKE RUPP",1231,354,49,0,0,0,0,NA,NA
"1232","D","GUDAS","RADKO","75 RADKO GUDAS","RADKO GUDAS",1232,1073,0,0,0,22,0,"C","D"
"1233","C","KILLORN","ALEX","17 ALEX KILLORN","ALEX KILLORN",1233,1074,182,0,0,0,0,"C","C"
"1234","R","PANIK","RICHARD","71 RICHARD PANIK","RICHARD PANIK",1234,1075,0,0,77,0,0,"D","D"
"1235","C","SODERBERG","CARL","34 CARL SODERBERG","CARL SODERBERG",1235,1076,175,0,0,0,0,"C","C"
"1236","D","VISNOVSKY","LUBOMIR","11 LUBOMIR VISNOVSKY","LUBOMIR VISNOVSKY",1236,281,0,0,0,118,0,"B","B"
"1237","C","STREET","BEN","38 BEN STREET","BEN STREET",1237,1077,19,0,0,0,0,"D","D"
"1238","D","ELLERBY","KEATON","5 KEATON ELLERBY","KEATON ELLERBY",1238,673,0,0,0,40,0,"D","D"
"1239","C","KILLORN","ALEX","17 ALEXANDER KILLORN","ALEX KILLORN",1239,1074,13,0,0,0,0,"C","C"
"1240","R","PELECH","MATT","42 MATT PELECH","MATT PELECH",1240,1078,0,0,8,0,0,"D",NA
"1241","R","PALUSHAJ","AARON","17 AARON PALUSHAJ","AARON PALUSHAJ",1241,639,0,0,25,0,0,"D",NA
"1242","R","PELUSO","ANTHONY","14 ANTHONY PELUSO","ANTHONY PELUSO",1242,1079,0,0,107,0,0,"D","D"
"1243","L","ZOLNIERCZYK","HARRY","12 HARRY ZOLNIERCZYK","HARRY ZOLNIERCZYK",1243,678,0,4,0,0,0,"D","D"
"1244","L","KENNEDY","TIM","46 TIM KENNEDY","TIM KENNEDY",1244,694,0,16,0,0,0,"D",NA
"1245","G","KUEMPER","DARCY","35 DARCY KUEMPER","DARCY KUEMPER",1245,1080,0,0,0,0,128,NA,NA
"1246","G","MACDONALD","JOEY","35 JOEY MACDONALD","JOEY MACDONALD",1246,715,0,0,0,0,72,NA,NA
"1247","D","JORDAN","MICHAL","47 MICHAL JORDAN","MICHAL JORDAN",1247,1081,0,0,0,43,0,NA,"D"
"1248","R","BENNETT","BEAU","19 BEAU BENNETT","BEAU BENNETT",1248,1082,0,0,114,0,0,"D","D"
"1249","D","BOGOSIAN","ZACH","44 ZACH BOGOSIAN","ZACH BOGOSIAN",1249,578,0,0,0,129,0,"B","B"
"1250","G","PASQUALE","EDWARD","32 EDWARD PASQUALE","EDWARD PASQUALE",1250,1083,0,0,0,0,11,NA,NA
"1251","C","TANGRADI","ERIC","27 ERIC TANGRADI","ERIC TANGRADI",1251,762,48,43,0,0,0,"D","D"
"1252","G","KARLSSON","HENRIK","38 HENRIK KARLSSON","HENRIK KARLSSON",1252,527,0,0,0,0,8,NA,NA
"1253","L","DZIURZYNSKI","DAVE","59 DAVE DZIURZYNSKI","DAVE DZIURZYNSKI",1253,1084,0,12,0,0,0,NA,NA
"1254","C","GRANT","DEREK","57 DEREK GRANT","DEREK GRANT",1254,1085,25,0,0,0,0,"D",NA
"1255","D","GRYBA","ERIC","62 ERIC GRYBA","ERIC GRYBA",1255,1086,0,0,0,175,0,"D","D"
"1256","D","GUSTAFSSON","ERIK","29 ERIK GUSTAFSSON","ERIK GUSTAFSSON",1256,722,0,0,0,27,0,"D",NA
"1257","C","DRAZENOVIC","NICK","34 NICK DRAZENOVIC","NICK DRAZENOVIC",1257,1087,8,0,0,0,0,NA,NA
"1258","G","PICKARD","CALVIN","31 CALVIN PICKARD","CALVIN PICKARD",1258,1088,0,0,0,0,27,NA,NA
"1259","L","LARSSON","JOHAN","47 JOHAN LARSSON","JOHAN LARSSON",1259,1089,0,1,0,0,0,"D","D"
"1260","C","LOKTIONOV","ANDREI","21 ANDREI LOKTIONOV","ANDREI LOKTIONOV",1260,775,76,0,0,0,0,"C",NA
"1261","C","COLLINS","SEAN","43 SEAN COLLINS","SEAN COLLINS",1261,724,11,0,0,0,0,NA,NA
"1262","L","MASHINTER","BRANDON","40 BRANDON MASHINTER","BRANDON MASHINTER",1262,1090,0,10,0,0,0,"D",NA
"1263","C","SHORE","DREW","15 DREW SHORE","DREW SHORE",1263,1043,54,0,0,0,0,"D","D"
"1264","D","MURPHY","RYAN","7 RYAN MURPHY","RYAN MURPHY",1264,1091,0,0,0,89,0,"D","D"
"1265","L","THOMAS","CHRISTIAN","58 CHRISTIAN THOMAS","CHRISTIAN THOMAS",1265,1092,0,1,0,0,0,"D","D"
"1266","D","MARTINEK","RADEK","4 RADEK MARTINEK","RADEK MARTINEK",1266,221,0,0,0,28,0,"D",NA
"1267","C","TIMMINS","SCOTT","75 SCOTT TIMMINS","SCOTT TIMMINS",1267,1093,5,0,0,0,0,NA,NA
"1268","R","GALLAGHER","BRENDAN","11 BRENDAN GALLAGHER","BRENDAN GALLAGHER",1268,1042,0,0,220,0,0,"C","C"
"1269","G","GRUBAUER","PHILIPP","31 PHILIPP GRUBAUER","PHILIPP GRUBAUER",1269,1094,0,0,0,0,29,NA,NA
"1270","L","ZOLNIERCZYK","HARRY","37 HARRY ZOLNIERCZYK","HARRY ZOLNIERCZYK",1270,678,0,3,0,0,0,"D","D"
"1271","C","SESTITO","TIM","25 TIM SESTITO","TIM SESTITO",1271,790,1,0,0,0,0,"D","D"
"1272","C","MURRAY","ANDREW","23 ANDREW MURRAY","ANDREW MURRAY",1272,560,1,0,0,0,0,NA,NA
"1273","C","FLYNN","BRIAN","65 BRIAN FLYNN","BRIAN FLYNN",1273,1095,159,0,0,0,0,NA,NA
"1274","L","VOLPATTI","AARON","24 AARON VOLPATTI","AARON VOLPATTI",1274,120,0,58,0,0,0,"D","D"
"1275","L","SESTITO","TOM","29 TOM SESTITO","TOM SESTITO",1275,857,0,104,0,0,0,"D","D"
"1276","C","O'REILLY","RYAN","90 RYAN O'REILLY","RYAN O'REILLY",1276,509,198,0,0,0,0,"A","A"
"1277","D","BARKER","CAM","18 CAM BARKER","CAM BARKER",1277,598,0,0,0,14,0,NA,NA
"1278","R","MCGRATTAN","BRIAN","16 BRIAN MCGRATTAN","BRIAN MCGRATTAN",1278,644,0,0,103,0,0,"D","D"
"1279","L","PALAT","ONDREJ","74 ONDREJ PALAT","ONDREJ PALAT",1279,1096,0,14,0,0,0,"C","A"
"1280","C","BROWN","CHRIS","44 CHRIS BROWN","CHRIS BROWN",1280,1097,11,0,0,0,0,"D","D"
"1281","D","OLEKSY","STEVE","61 STEVE OLEKSY","STEVE OLEKSY",1281,1098,0,0,0,69,0,NA,NA
"1282","R","BROWN","MIKE","13 MIKE BROWN","MIKE BROWN",1282,44,0,0,35,0,0,"D","D"
"1283","C","HALEY","MICHEAL","32 MICHEAL HALEY","MICHEAL HALEY",1283,791,11,0,0,0,0,NA,"D"
"1284","R","RHEAULT","JONATHAN","52 JONATHAN RHEAULT","JONATHAN RHEAULT",1284,1099,0,0,5,0,0,NA,NA
"1285","C","KEARNS","BRACKEN","38 BRACKEN KEARNS","BRACKEN KEARNS",1285,693,33,0,0,0,0,"D",NA
"1286","R","STONE","MARK","16 MARK STONE","MARK STONE",1286,1005,0,0,5,0,0,"D","C"
"1287","R","KOSTOPOULOS","TOM","25 TOM KOSTOPOULOS","TOM KOSTOPOULOS",1287,529,0,0,15,0,0,NA,NA
